#
#
#
wavelength	counts
7.94615967e-07	21647.831360946744
7.95962036e-07	22398.737463126843
7.97308044e-07	22598.05637982196
7.986540000000001e-07	22309.298507462685
7.999999390000001e-07	21631.328358208953
8.013458000000001e-07	20438.084592145016
8.026916000000001e-07	19168.409090909092
8.040373540000001e-07	17934.58006042296
8.053830570000001e-07	16776.923547400613
8.067286380000001e-07	16067.844036697248
8.080741580000001e-07	15727.83024691358
8.094197390000001e-07	15775.814241486069
8.10765137e-07	16080.409937888198
8.121105350000001e-07	16449.434375
8.134558e-07	16750.210031347964
8.148011000000001e-07	16842.748427672956
8.161462400000001e-07	16610.1974522293
8.17491455e-07	16185.260317460317
8.188365000000001e-07	15416.330128205129
8.201814580000001e-07	14557.044871794871
8.215265000000001e-07	13599.253246753247
8.228713380000001e-07	12816.566343042072
8.242161e-07	12203.834415584415
8.255610000000001e-07	11866.531147540984
8.2690564e-07	11858.272131147542
8.28250244e-07	12104.630363036304
8.29594849e-07	12512.84
8.309394e-07	13087.738410596026
8.322838000000001e-07	13519.41
8.336282000000001e-07	13891.883333333333
8.34972534e-07	14004.575757575758
8.363167000000001e-07	13970.47972972973
8.37661e-07	13733.28813559322
8.390051e-07	13345.959044368601
8.403491e-07	12913.627986348123
8.416932000000001e-07	12419.178694158076
8.430371e-07	12003.024137931034
8.44381e-07	11660.15570934256
8.457248540000001e-07	11378.185314685315
8.47068542e-07	11233.915789473684
8.484122e-07	11181.742957746479
8.497558590000001e-07	11237.426056338029
8.510993650000001e-07	11233.64184397163
8.524429000000001e-07	11260.519572953737
8.537863e-07	11297.875444839858
8.55129639e-07	11197.72202166065
8.564729e-07	11075.771739130434
8.57816162e-07	11045.185714285713
8.591593000000001e-07	10686.69387755102
8.605023e-07	10535.765682656827
8.618454000000001e-07	10220.749525616699
8.631883540000001e-07	10159.243093922652
8.6453125e-07	9918.951401869159
8.658741e-07	9708.712945590994
8.672168000000001e-07	9476.23908918406
8.68559448e-07	9250.336520076482
8.699021e-07	9052.735741444867
8.712446e-07	8844.440677966102
8.725871e-07	8590.97358490566
8.739295650000001e-07	8221.477495107632
8.752718510000001e-07	7944.402750491159
8.76614136e-07	7780.046421663443
8.779563600000001e-07	7518.420948616601
8.792985000000001e-07	7369.248015873016
8.806405e-07	7353.084942084942
8.81982544e-07	7183.596
8.833244630000001e-07	7169.304174950298
8.846663e-07	7111.550403225807
8.860081e-07	7122.351190476191
8.873498e-07	7041.798387096775
8.88691467e-07	6986.785288270377
8.900331000000001e-07	6751.106776180698
8.913746e-07	6599.252525252526
8.927159420000001e-07	6387.042338709677
8.940574000000001e-07	6137.108216432865
8.953986e-07	5817.875510204081
8.967398e-07	5588.208416833667
8.98081055e-07	5316.678861788618
8.994220580000001e-07	5123.354969574037
9.007630620000001e-07	4931.037267080746
9.021040000000001e-07	4885.521298174443
9.034449e-07	4820.070103092784
9.047856450000001e-07	4844.087755102041
9.06126343e-07	4793.41313559322
9.07467e-07	4866.446985446985
9.088075560000001e-07	4847.068403908795
9.101481000000001e-07	4795.523026315789
9.114884640000001e-07	4752.106471816284
9.128288e-07	4629.461052631579
9.141691e-07	4494.6625
9.155093380000001e-07	4315.205338809035
9.168494e-07	4007.908315565032
9.18189453e-07	3787.0567226890757
9.195294000000001e-07	3557.9670103092785
9.208694000000001e-07	3318.860416666667
9.22209167e-07	3105.1231422505307
9.2354895e-07	2963.2921108742003
9.248886000000001e-07	2842.9223946784923
9.262282e-07	2846.3319057815847
9.275677e-07	2827.6043956043954
9.289071660000001e-07	2880.021739130435
9.302466e-07	2949.897435897436
9.315859000000001e-07	2994.362473347548
9.32925049e-07	2985.7439293598236
9.342642e-07	3019.168466522678
9.356033330000001e-07	2975.3237885462554
9.369422610000001e-07	2905.2735426008967
9.3828125e-07	2850.9583333333335
9.39620056e-07	2738.9866962305987
9.409588e-07	2601.181614349776
9.422975460000001e-07	2461.7573033707863
9.436361000000001e-07	2319.8823529411766
9.449747000000001e-07	2201.72460496614
9.463132000000001e-07	2080.339491916859
9.476515000000001e-07	2010.5011494252874
9.48989746e-07	1943.6812933025403
9.503280000000001e-07	1908.4675925925926
9.516661000000001e-07	1897.1931818181818
9.5300415e-07	1887.9066059225513
9.543422e-07	1867.5035460992908
9.55680054e-07	1887.913145539906
9.570179e-07	1889.5178997613366
9.58355652e-07	1874.9179104477612
9.596933000000002e-07	1858.5823095823096
9.610308000000001e-07	1826.1760391198045
9.623684e-07	1746.4039900249377
9.6370575e-07	1695.9756690997567
9.650431520000001e-07	1611.547263681592
9.663804320000001e-07	1544.639705882353
9.677176e-07	1463.1147132169576
9.690547000000002e-07	1362.0422163588391
9.703917e-07	1317.800505050505
9.71728638e-07	1259.8513853904283
